"mz","rt","DDB1_MeOH_1","DDB1_MeOH_2","DDB1_MeOH_3","DDB1_PL1ABC05_1","DDB1_PL1ABC05_2","DDB1_PL1ABC05_3","STD200nM_PL1ABC05_1","STD200nM_PL1ABC05_2","STD200nM_PL1ABC05_3","WDR91_PL1ABC05_1","WDR91_PL1ABC05_2","WDR91_PL1ABC05_3","PrimaryIso","ChemicalID","ID","SMILES","Adducts","LOGP","formula","mserror","SGC ID for Component","SGC ID for Pool","Truncated_mass","mz_value_pos","rt1","rt2","rt3","peak_type","retention_times","MS2"
249.15976969401,2.41003333333333,10695.275390625,7893.02392578125,3000,3000,3000,3000,13464466,9965958,15127858,3000,3000,3000,249.15976969401,"PL1ABC05","1902","COC=1C=CC=CC1NC(=O)N2CCCCC2C","[M+H]+","0;1.741","C14H20N2O2",NA,"Z44611000",NA,249.15976,250.16705469401,2.41205,2.42278333333333,2.40146666666667,"single peak","nd","52.716178894043,4155.43212890625;53.0385437011719,14823.0693359375;55.0541572570801,1806223.625;56.0132751464844,7172.1171875;56.0575294494629,66684.4375;58.0287399291992,5724.68701171875;70.0650405883789,238841.125;71.068359375,7167.8671875;81.0697784423828,138320.9375;82.0729446411133,11332.4482421875;83.0854187011719,1134392.125;84.0442886352539,7918.52294921875;84.0887145996094,71765.1015625;98.0962677001953,1016755.6875;99.0940933227539,8216.669921875;99.0995635986328,72969.5234375;100.111923217773,707406;101.115058898926,43413.3828125;108.080543518066,9012.67578125;112.056060791016,7824.86865234375;122.05980682373,19115.544921875;126.091117858887,9073746;127.094512939453,687386.125;128.096527099609,28450.486328125;135.031616210938,13054.978515625;137.023147583008,13479.146484375;148.021148681641,15463.10546875;150.054382324219,25977.353515625;155.048385620117,8270.3701171875;160.087493896484,8326.5771484375;175.050308227539,7208.13427734375;180.944458007812,4842.50439453125;200.042617797852,5721.0087890625;205.044174194336,4766.15380859375;210.058502197266,5471.20751953125;217.1337890625,6385.0107421875;218.580810546875,8288.4404296875;222.071685791016,7204.3486328125;223.075607299805,15371.79296875;230.083877563477,8100.099609375;232.0810546875,12376.3740234375;234.551116943359,6787.923828125;235.096069335938,5052.7861328125;238.053497314453,5336.5302734375"
250.110041300456,1.1394,3000,3000,3000,3000,3000,3000,1813012.25,2216035,1653682.625,3000,3000,3000,250.110041300456,"PL1ABC05","1669","NC(=O)[C@@H]1C[C@@H](F)CN1C=2N=CN=C3NC=CC23","[M+H]+","0;-0.283","C11H12FN5O",NA,"Z2053423162",NA,250.11004,251.117326300456,1.11819166666667,1.10552666666667,1.092835,"single peak","nd","118.040214538574,3835.720703125;133.063095092773,19121.34765625;160.074203491211,63665.37890625;185.082000732422,75129.8359375;205.088165283203,408458.6875;206.094787597656,86210.4609375;228.913528442383,5997.8974609375;230.103546142578,18242.916015625;233.08317565918,90958.3046875"
254.038238525391,2.33213333333333,3000,3000,3000,3000,3000,3000,10846219,11361065,8345830,3000,3000,3000,254.038238525391,"PL1ABC05","1826","N#CC=1C=CC=C(OC=2N=CN=C3SC=CC23)C1","[M+H]+","0;0.474","C13H7N3OS",NA,"Z31146130",NA,254.03823,255.045523525391,2.33493333333333,2.32435,2.34555,"single peak","nd","51.7699508666992,3701.0615234375;54.0337295532227,62208.4609375;54.3117752075195,3611.71118164062;70.9949569702148,12260.48828125;80.0493392944336,3911.26904296875;82.0395431518555,6070.041015625;88.075569152832,30341.12109375;90.0462036132812,35013.1171875;93.6239471435547,3313.2265625;98.0056915283203,151768.015625;99.0092010498047,6567.533203125;102.029296875,8746.3876953125;102.035362243652,14425.7119140625;102.09147644043,8491.5341796875;103.020309448242,4292.22119140625;109.045143127441,21448.591796875;110.005668640137,30524.517578125;110.096290588379,16343.720703125;119.043937683105,6623.2333984375;126.000579833984,2207430.25;127.00422668457,109453.640625;127.034744262695,4950.701171875;127.996391296387,89594.8515625;128.003997802734,5770.97705078125;128.999893188477,6623.42236328125;129.044464111328,205499.515625;130.039825439453,28128.154296875;130.047897338867,15884.384765625;135.000823974609,88521.640625;135.984741210938,9117.080078125;138.03678894043,7309.81298828125;152.003143310547,5194.2470703125;153.011352539062,22788.25;160.050201416016,8050.55615234375;162.899444580078,5313.28955078125;164.050735473633,8606.4814453125;164.117782592773,10263.2548828125;166.031951904297,16281.931640625;166.981246948242,19919.19921875;181.096572875977,12435.169921875;188.117767333984,6561.36279296875;191.992202758789,4188.509765625;193.076965332031,18287.60546875;202.991577148438,5191.6875;205.120681762695,5264.64013671875;211.096786499023,5146.3349609375;219.965072631836,5134.28515625;222.102355957031,346033.59375;223.039840698242,5434.39453125;223.105697631836,47846.8046875;223.601516723633,57048.2890625;224.102844238281,6945.98388671875;228.232116699219,7320.51025390625;229.566635131836,5620.79150390625;230.609329223633,18940.2421875;231.110198974609,5837.43505859375;231.159591674805,5250.251953125;231.56217956543,6724.7373046875;232.606399536133,36364.015625;236.580810546875,7321.61083984375;238.571899414062,4983.16259765625;238.596710205078,6814.478515625;239.081848144531,12638.6298828125;240.117645263672,8041.61083984375"
256.097137451172,2.49163333333333,3000,3000,3000,1789.92346191406,5477.2265625,3000,1054403.75,1414750.375,1331381.125,1369.33117675781,7174.54345703125,2201.43432617188,256.097137451172,"PL1ABC05","1884","CC=1OC(CN2C=CC=3C=CC=CC23)=CC1C(=O)O","[M+H]+","0;1.903","C15H13NO3",NA,"Z425488662",NA,256.09713,257.104422451172,2.4866,2.49721666666667,2.50788333333333,"single peak","nd","51.3625640869141,2948.75952148438;57.802806854248,3504.61181640625;62.6665000915527,3190.35791015625;64.4765472412109,3252.91870117188;68.9966583251953,3171.42724609375;69.0726699829102,2947.43090820312;72.0443878173828,20787.326171875;74.0963897705078,62513.85546875;93.0331039428711,3450.11450195312;101.599411010742,3743.80029296875;102.092140197754,3681.31616210938;108.056701660156,5265.55419921875;111.043884277344,8461.4501953125;117.057182312012,30488.267578125;118.065002441406,244289.671875;119.068504333496,17263.65625;121.028228759766,180708.09375;122.033027648926,14449.72265625;125.008140563965,4740.26513671875;127.030967712402,17808.451171875;129.027572631836,5192.91552734375;139.038833618164,1340439.75;140.002731323242,5471.11669921875;140.044082641602,146417.890625;143.025634765625,5349.54638671875;147.116073608398,4293.169921875;153.021179199219,12963.708984375;153.05436706543,12990.04296875;155.025848388672,6041.3740234375;157.022918701172,4062.37280273438;159.116241455078,4949.59619140625;161.979751586914,3665.4775390625;163.032333374023,7200.90380859375;171.020462036133,9552.00390625;171.055114746094,159306.15625;172.058792114258,16683.986328125;177.127456665039,6947.69091796875;177.994674682617,4391.09326171875;179.933639526367,3711.07983398438;180.981414794922,3398.822265625;185.081817626953,6087.48486328125;185.29377746582,3357.03833007812;195.065155029297,7723.91748046875;200.040420532227,6793.18505859375;209.10173034668,3903.46411132812;209.117111206055,26369.640625;211.097793579102,8166.10302734375;211.457412719727,4315.029296875;211.995590209961,3670.94995117188;213.468994140625,4319.8095703125;216.451263427734,4095.09204101562;218.987289428711,23902.521484375;220.984848022461,8885.490234375;222.103652954102,4800.25390625;228.035232543945,7753.2919921875;236.999542236328,53404.5625;237.111862182617,34339.65625;237.184051513672,3834.37915039062;238.00114440918,5631.4345703125;238.994750976562,25589;241.951141357422,10605.421875;243.057998657227,57570.9453125;244.061599731445,12687.1455078125;244.143417358398,19800.318359375"
256.144551595052,2.30038333333333,10151.90625,10969.353515625,15405.8837890625,10390.5654296875,9202.49609375,13732.173828125,24561946,25501318,24546070,15560.583984375,10364.3212890625,11042.033203125,256.144551595052,"PL1ABC05","1857","O=C(NC=1C=CC(=CC1)N2C=CC=N2)C3CCCC3","[M+H]+","0;2.205","C15H17N3O",NA,"Z367485724",NA,256.14455,257.151836595052,2.29255,2.30315,2.31376666666667,"single peak","nd","69.0698318481445,1312118.875;70.0731887817383,56953.16796875;77.0051422119141,6234.453125;79.5231094360352,7560.78564453125;82.0398941040039,13309.138671875;96.0555419921875,9690.5390625;97.0646438598633,38521.61328125;109.050712585449,2864696.75;111.043319702148,7155.1513671875;127.061462402344,28626.408203125;132.068481445312,6978.69189453125;133.075912475586,271365.0625;134.060104370117,14677.41796875;134.079574584961,20815.591796875;139.014404296875,7163.8701171875;141.077209472656,23326.412109375;143.060455322266,37856.82421875;148.05615234375,7546.806640625;159.078948974609,34331.58984375;160.086761474609,1451220.75;161.04182434082,83723.75;161.07177734375,55691.8203125;161.090606689453,123799.015625;162.046035766602,8077.07861328125;166.064926147461,91206.4375;167.072845458984,434739.21875;168.080581665039,5992988;169.084136962891,747883.9375;170.071350097656,21444.669921875;170.086791992188,33965.40625;174.071166992188,226651.71875;175.066940307617,24681.396484375;181.097198486328,63044.4375;182.059906005859,22136.767578125;188.106826782227,8143.5224609375;190.076843261719,10327.0009765625;191.097503662109,13971.115234375;201.069671630859,20673.8984375;210.104965209961,8533.39453125;213.138717651367,132884.1875;216.07551574707,15885.3603515625;216.092895507812,298100.4375;227.54084777832,14670.8876953125;229.042388916016,47073.046875;229.134704589844,9376.2724609375;231.103775024414,21661.03125;236.574752807617,7161.232421875;238.111328125,6936.958984375;238.133575439453,14356.85546875;239.118362426758,10306.6181640625;241.09001159668,9696.310546875"
257.12851969401,2.1415,1966.92272949219,1804.39135742188,1621.75854492188,1957.66589355469,1508.17309570312,3000,6879342.5,7655315.5,7137445,3000,3000,3000,257.12851969401,"PL1ABC05","1933","CC(C)C=1C=CC=CC1NC(=O)C=2C=CC(=O)NC2","[M+H]+","0;1.684","C15H16N2O2",NA,"Z56937897",NA,257.12851,258.13580469401,2.13361666666667,2.14423333333333,2.123,"two peaks","nd","55.0282669067383,11761.6005859375;71.812744140625,8937.416015625;77.4680862426758,11346.390625;84.0554656982422,27432.2421875;94.0649795532227,58276.7265625;95.0365447998047,77788.515625;95.0478210449219,11345.09375;96.0442886352539,139680.859375;96.0490951538086,15512.67578125;96.0508804321289,12134.0107421875;96.0554046630859,124138.0625;97.0632629394531,57578.5078125;108.080429077148,13020.048828125;109.044654846191,293117.84375;110.04866027832,26849.443359375;110.096336364746,20836.931640625;112.039482116699,10479.634765625;114.066040039062,35860.27734375;122.023330688477,138317.1875;122.071144104004,227894.734375;123.079627990723,18885.1328125;124.038986206055,93950.5390625;125.107231140137,13163.7548828125;126.066040039062,254251.09375;126.073783874512,14551.2880859375;134.070602416992,25300.61328125;135.079010009766,36216.81640625;136.055465698242,116176.765625;136.08659362793,154534.046875;140.081619262695,222255.15625;146.059844970703,43470.51953125;148.08723449707,12547.634765625;149.094543457031,22444.66015625;151.066360473633,37803.359375;154.097396850586,23665.734375;157.579254150391,13127.7333984375;159.055099487305,21389.2265625;162.091583251953,15474.7939453125;164.118011474609,994493.4375;165.122009277344,103333.8671875;170.060195922852,76578.9609375;171.065780639648,15363.88671875;173.070571899414,17723.818359375;178.077728271484,30654.4140625;179.059921264648,33706.6953125;182.128005981445,72055.9375;185.071472167969,16973.388671875;187.049514770508,57731.70703125;190.07698059082,176549.234375;191.085098266602,920911.625;192.090438842773,106799.8984375;196.144622802734,37232.5078125;197.070999145508,102096.296875;198.054214477539,87523.171875;199.057998657227,11741.8857421875;199.08708190918,48663.30078125;200.082962036133,11856.1025390625;204.092910766602,1688513.625;205.097717285156,257941.90625;206.100936889648,22048.37109375;206.923461914062,14908.7001953125;208.087966918945,428938.25;209.091201782227,37334.19140625;210.923446655273,14121.7041015625;213.065948486328,29323.875;214.070861816406,11597.2939453125;215.081314086914,399219.28125;216.085784912109,53403.73828125;217.10009765625,27269.228515625;218.107513427734,1008866.9375;219.109970092773,109747.5;222.103988647461,30199.525390625;222.971939086914,22191.71875;228.076965332031,71504.7421875;229.078155517578,12470.03515625;230.108520507812,37361.546875;230.961669921875,12624.8349609375;231.116775512695,88320.59375;232.123458862305,74137.2890625;235.060333251953,15687.6640625;236.971343994141,11383.6083984375;239.056671142578,15086.4287109375"
258.115041097005,2.31456666666667,3000,3000,3000,67396.953125,40724.859375,121145.8515625,56572876,56053428,60008064,37224.43359375,40313.03125,28138.939453125,258.115041097005,"PL1ABC05","1530","CC=1C=C(NC=2C=CC(C)=C(F)C2)N3N=CN=C3N1","[M+H]+","0;0.755","C13H12FN5",NA,"Z118514972",NA,258.11504,259.122326097005,2.31376666666667,2.30315,2.32435,"single peak","nd","66.0336532592773,25934.599609375;67.0290298461914,13817.3271484375;75.7872161865234,9970.9658203125;81.0447998046875,21885.32421875;82.0399551391602,53562.90234375;85.0508422851562,21614.962890625;95.0601959228516,2898310.75;96.0558776855469,49869.3125;96.0634841918945,161991.015625;96.0682373046875,17530.388671875;97.0450439453125,13321.58203125;97.0758438110352,1656307.625;98.0737228393555,15988.958984375;98.079231262207,72246.7578125;98.7112655639648,12171.2890625;107.060546875,20917.154296875;109.050659179688,10181270;110.047676086426,158002.265625;110.054039001465,427684.9375;118.05265045166,22896.86328125;121.063934326172,15228.962890625;123.066314697266,92959.796875;123.078384399414,27387.490234375;125.039543151855,44837.94921875;127.061241149902,63214.2265625;127.126274108887,10548.5810546875;129.296798706055,11786.5810546875;130.064331054688,13008.1337890625;133.050643920898,16181.76953125;137.050720214844,12944.3935546875;141.077331542969,57630.078125;144.080718994141,265556.0625;145.083892822266,30597.46875;148.036972045898,13189.89453125;148.055023193359,14853.412109375;149.061248779297,13760.2373046875;158.070098876953,12094.1962890625;159.078918457031,15579.1630859375;161.070510864258,48388.62890625;163.065826416016,14860.5751953125;165.064910888672,11560.517578125;168.068664550781,14011.341796875;174.071136474609,835116.5;175.066162109375,71913.8203125;175.075271606445,57721.93359375;177.950332641602,12851.08203125;182.056015014648,23119.751953125;186.1015625,17819.09765625;186.869903564453,12898.625;187.122756958008,60982.31640625;189.081237792969,24247.4140625;191.097854614258,28363.8359375;196.08674621582,38645.08203125;197.094375610352,52625.703125;199.097671508789,30622.8671875;201.06819152832,71266.8203125;201.083633422852,13209.4228515625;211.097213745117,23541.599609375;212.106475830078,58898.6953125;213.111968994141,26497.185546875;213.138900756836,116479.890625;214.061248779297,17036.53125;214.07878112793,21670.91796875;214.121063232422,201916.578125;214.141265869141,36468.20703125;215.085693359375,18297.5390625;215.125137329102,14754.9580078125;216.092926025391,867760;217.097045898438,112234.046875;218.081756591797,15957.8271484375;229.132400512695,12967.265625;231.08708190918,20617.845703125;231.104614257812,53483.828125;238.105972290039,20311.98046875;241.087097167969,15431.095703125;243.091506958008,77542.5234375;244.094253540039,17697.240234375"
260.083170572917,1.638585,1317.42114257812,1249.74926757812,2077.82666015625,3000,1501.01965332031,3000,7053705,7287349,7482982,3000,3000,1508.55908203125,260.083170572917,"PL1ABC05","1855","NC(=O)C=1C=C(NC(=O)C=2C=CN=CC2)C=CC1F","[M+H]+","0;-1.112","C13H10FN3O2",NA,"Z364622254",NA,260.08317,261.090455572917,1.62717666666667,1.61602833333333,1.63837666666667,"single peak","nd","51.0229644775391,6182.6083984375;51.9163551330566,3977.37255859375;62.9050750732422,4695.4873046875;74.0599670410156,48997.328125;78.0338973999023,45571.60546875;79.0416412353516,150997.984375;80.0451812744141,7075.05322265625;80.0492630004883,31548.07421875;83.0291137695312,21317.341796875;85.4506225585938,3896.15356445312;85.9541244506836,3780.4453125;88.075569152832,75628.046875;89.0594253540039,5839.90966796875;106.023460388184,8719.3955078125;106.028579711914,375890.8125;106.086059570312,2591485.5;107.031913757324,15096.3125;107.036987304688,34409.39453125;107.048942565918,699438.375;107.083847045898,10105.3291015625;107.089416503906,112378.015625;108.052398681641,49134.5859375;111.023902893066,21666.904296875;115.053817749023,20390.08984375;117.069679260254,398180.5625;118.072967529297,39153.20703125;119.04874420166,23026.390625;121.028060913086,23722.7265625;127.054084777832,9056.2548828125;129.034652709961,10909.8173828125;129.044784545898,7130.44775390625;133.064682006836,24621.796875;135.043838500977,134747.59375;135.080230712891,50079.72265625;136.047576904297,12119.4658203125;136.08366394043,4803.697265625;139.018844604492,60567.87890625;145.064590454102,1087121.625;146.06803894043,108377.5703125;155.060531616211,33802.94921875;158.942733764648,4652.11865234375;160.055084228516,6090.9384765625;161.020782470703,72228.390625;161.619781494141,5099.89111328125;162.02424621582,7459.890625;163.075134277344,2220911.25;163.923324584961,5538.79296875;164.013610839844,4791.39208984375;164.078506469727,220257.4375;165.080795288086,20451.9453125;180.982574462891,4740.5048828125;182.084075927734,9902.0869140625;183.091735839844,13330.7880859375;187.066680908203,56671.89453125;188.050521850586,9592.392578125;188.081802368164,15207.5126953125;189.044448852539,7381.3916015625;196.074966430664,7686.728515625;197.051666259766,10196.6826171875;198.06623840332,6614.7783203125;199.041610717773,5568.37890625;199.066284179688,5703.0966796875;215.061294555664,274094.28125;216.064971923828,38127.5703125;217.060455322266,9113.8173828125;217.076477050781,14754.578125;225.102981567383,5489.001953125;232.08805847168,4883.92138671875;238.097885131836,10416.072265625;243.056015014648,2353562.5;243.926574707031,4843.4560546875;244.059524536133,355924.96875;245.062072753906,27453.3984375;247.106887817383,4069.34912109375"
260.114227294922,2.32155,5676.48095703125,7233.021484375,6386.048828125,3990.11572265625,4506.80126953125,7590.87353515625,15408990,16239284,13153744,3339.21997070312,2963.25805664062,1620.69506835938,260.114227294922,"PL1ABC05","1772","CC=1C=C(C=NC1N2CC=3C=NN(C)C3C2)[N+](=O)[O-]","[M+H]+","0;1.107","C12H13N5O2",NA,"Z2732699947",NA,260.11422,261.121512294922,2.32435,2.31376666666667,2.33493333333333,"single peak","nd","66.0336532592773,25934.599609375;68.0493850708008,46333.96875;70.0649719238281,63936.20703125;80.0495300292969,15052.49609375;81.0447998046875,21885.32421875;82.0399551391602,53562.90234375;95.0601959228516,2898310.75;96.0634841918945,161991.015625;96.0682373046875,17530.388671875;97.0758438110352,1656307.625;98.0737228393555,15988.958984375;98.079231262207,72246.7578125;109.050659179688,10181270;110.047676086426,158002.265625;110.054039001465,427684.9375;121.063934326172,15228.962890625;125.039543151855,44837.94921875;127.061241149902,63214.2265625;141.077331542969,57630.078125;155.044952392578,154010.609375;168.068664550781,14011.341796875;174.071136474609,835116.5;185.094390869141,29510.212890625;187.109771728516,23191.0078125;191.097854614258,28363.8359375;196.08674621582,38645.08203125;199.097671508789,30622.8671875;211.097213745117,23541.599609375;212.106475830078,58898.6953125;213.111968994141,26497.185546875;213.138900756836,116479.890625;214.121063232422,201916.578125;215.125137329102,14754.9580078125;216.092926025391,867760;231.08708190918,20617.845703125;231.104614257812,53483.828125"
260.155873616536,2.13443333333333,8070.73388671875,10172.2763671875,2307.22998046875,2358.6259765625,2036.66052246094,3081.17993164062,48355384,50197280,53134512,3067.05444335938,3557.61181640625,2802.97534179688,260.155873616536,"PL1ABC05","1785","FC=1C=CC=CC1CC2=NN=C3CCCCCCN23","[M+H]+","0;3.693","C15H18FN3",NA,"Z2768784614",NA,260.15587,261.163158616536,2.123,2.13361666666667,2.14423333333333,"single peak","nd","55.0282669067383,11761.6005859375;71.812744140625,8937.416015625;77.4680862426758,11346.390625;84.0554656982422,27432.2421875;95.0365447998047,77788.515625;95.0478210449219,11345.09375;96.0442886352539,139680.859375;96.0490951538086,15512.67578125;96.0508804321289,12134.0107421875;96.0554046630859,124138.0625;97.0397338867188,11901.9111328125;97.0632629394531,57578.5078125;108.080429077148,13020.048828125;109.044654846191,293117.84375;110.04866027832,26849.443359375;110.071029663086,107507.9296875;110.096336364746,20836.931640625;112.039482116699,10479.634765625;114.066040039062,35860.27734375;122.023330688477,138317.1875;122.071144104004,227894.734375;123.079627990723,18885.1328125;124.038986206055,93950.5390625;125.107231140137,13163.7548828125;126.066040039062,254251.09375;126.073783874512,14551.2880859375;134.070602416992,25300.61328125;135.079010009766,36216.81640625;136.055465698242,116176.765625;136.08659362793,154534.046875;140.081619262695,222255.15625;146.059844970703,43470.51953125;148.08723449707,12547.634765625;149.094543457031,22444.66015625;151.066360473633,37803.359375;154.097396850586,23665.734375;157.579254150391,13127.7333984375;162.071792602539,29943.166015625;162.091583251953,15474.7939453125;164.118011474609,994493.4375;165.122009277344,103333.8671875;170.060195922852,76578.9609375;171.065780639648,15363.88671875;173.070571899414,17723.818359375;178.077728271484,30654.4140625;179.059921264648,33706.6953125;182.128005981445,72055.9375;185.071472167969,16973.388671875;187.049514770508,57731.70703125;190.07698059082,176549.234375;191.085098266602,920911.625;192.090438842773,106799.8984375;196.144622802734,37232.5078125;197.070999145508,102096.296875;198.054214477539,87523.171875;199.057998657227,11741.8857421875;200.082962036133,11856.1025390625;204.092910766602,1688513.625;205.097717285156,257941.90625;206.100936889648,22048.37109375;206.923461914062,14908.7001953125;208.087966918945,428938.25;209.091201782227,37334.19140625;210.923446655273,14121.7041015625;213.065948486328,29323.875;214.070861816406,11597.2939453125;215.081314086914,399219.28125;216.085784912109,53403.73828125;217.10009765625,27269.228515625;218.107513427734,1008866.9375;219.109970092773,109747.5;222.103988647461,30199.525390625;222.971939086914,22191.71875;228.076965332031,71504.7421875;229.078155517578,12470.03515625;230.108520507812,37361.546875;230.961669921875,12624.8349609375;231.116775512695,88320.59375;232.123458862305,74137.2890625;235.060333251953,15687.6640625;236.971343994141,11383.6083984375;239.056671142578,15086.4287109375;249.972045898438,15525.5615234375"
